question,scam_score,is_scam,timestamp,user_id,upvotes,category
What books do you recommend for fundamental analysis?,17.224020519265437,0,2025-09-11 16:13:59.128947,user_7107,20,etfs
What are the risks involved in retirement planning?,14.617620419249013,0,2024-10-02 16:13:59.128958,user_5209,15,etfs
Can someone explain asset allocation in simple terms?,10.017852848239539,0,2025-05-04 16:13:59.128972,user_9676,15,stocks
What are the best practices for dollar cost averaging?,4.074627678280773,0,2025-02-27 16:13:59.128986,user_9236,3,bonds
How do I start learning about retirement planning?,16.80483411533535,0,2025-07-27 16:13:59.128998,user_4149,14,bonds
Can someone explain bonds in simple terms?,14.643830641922051,0,2025-03-22 16:13:59.129009,user_4398,8,bonds
How do I start learning about mutual funds?,14.826329489484985,0,2025-09-04 16:13:59.129022,user_2544,7,etfs
What are the risks involved in portfolio diversification?,18.91230034501272,0,2025-09-03 16:13:59.129034,user_3769,0,stocks
What books do you recommend for technical analysis?,17.371665212640885,0,2025-09-11 16:13:59.129047,user_3043,8,bonds
How do I start learning about bonds?,18.567509725968794,0,2025-02-17 16:13:59.129059,user_7028,13,bonds
How do I start learning about asset allocation?,14.856801214271355,0,2025-09-10 16:13:59.129070,user_7728,5,stocks
How do I start learning about value investing?,0.0,0,2025-08-12 16:13:59.129081,user_7261,13,etfs
What books do you recommend for fundamental analysis?,6.718996784523341,0,2024-11-01 16:13:59.129105,user_2226,6,bonds
Can someone explain tax strategies in simple terms?,0.0,0,2025-06-28 16:13:59.129117,user_3503,5,general
How do I start learning about tax strategies?,17.79362619368021,0,2025-05-08 16:13:59.129128,user_7209,9,bonds
What books do you recommend for value investing?,15.96708387482584,0,2024-11-07 16:13:59.129139,user_7411,18,etfs
How do I start learning about technical analysis?,18.66704078401069,0,2025-05-17 16:13:59.129151,user_9213,10,etfs
How do I start learning about financial planning?,8.091039028089895,0,2025-02-26 16:13:59.129162,user_4296,2,stocks
What are the risks involved in risk management?,0.0,0,2025-02-18 16:13:59.129175,user_6088,13,bonds
What are the best practices for mutual funds?,26.796166240372166,0,2024-11-09 16:13:59.129191,user_7917,2,etfs
Can someone explain retirement planning in simple terms?,0.0,0,2025-09-02 16:13:59.129205,user_4121,6,etfs
What are the risks involved in market research?,19.820026168682976,0,2025-08-31 16:13:59.129216,user_3956,3,stocks
How do I start learning about portfolio diversification?,6.586897664215796,0,2025-06-06 16:13:59.129228,user_1046,16,etfs
How do I start learning about asset allocation?,6.698879546274746,0,2024-11-19 16:13:59.129239,user_3505,14,etfs
What are the risks involved in growth investing?,5.669707588417717,0,2025-01-25 16:13:59.129251,user_9324,12,bonds
How do I start learning about mutual funds?,40.0,0,2025-05-02 16:13:59.129262,user_6936,11,bonds
What are the best practices for bonds?,11.5639412125243,0,2025-04-19 16:13:59.129274,user_1154,9,etfs
What are the risks involved in technical analysis?,14.181477611397467,0,2025-03-12 16:13:59.129285,user_9188,20,etfs
What are the best practices for technical analysis?,8.940064183045587,0,2025-03-14 16:13:59.129299,user_8194,4,bonds
What are the best practices for etf investing?,5.349061743813049,0,2025-07-21 16:13:59.129310,user_7557,9,general
How do I start learning about dollar cost averaging?,30.43821892961755,0,2024-11-09 16:13:59.129321,user_3610,0,etfs
How do I start learning about risk management?,7.640122087227219,0,2025-09-09 16:13:59.129335,user_3797,10,etfs
What are the risks involved in tax strategies?,10.32822884837695,0,2025-02-13 16:13:59.129346,user_5483,19,general
What are the risks involved in mutual funds?,10.208185239808774,0,2024-12-15 16:13:59.129357,user_3252,20,general
How do I start learning about financial planning?,26.948602767267584,0,2025-07-17 16:13:59.129369,user_3780,13,bonds
What books do you recommend for dividend investing?,21.239572912227906,0,2024-11-11 16:13:59.129383,user_5481,3,bonds
How do I start learning about etf investing?,13.308989711888929,0,2025-07-08 16:13:59.129394,user_7688,0,bonds
How do I start learning about value investing?,18.791853939541706,0,2024-10-26 16:13:59.129406,user_9660,14,etfs
What books do you recommend for portfolio diversification?,15.16568646070257,0,2025-06-22 16:13:59.129418,user_1509,3,stocks
What are the best practices for mutual funds?,6.3209730683008,0,2025-07-28 16:13:59.129429,user_2649,11,etfs
What are the best practices for bonds?,22.152811342517513,0,2024-12-17 16:13:59.129440,user_6650,8,general
What are the risks involved in risk management?,13.58855283649189,0,2024-10-31 16:13:59.129452,user_5664,12,general
What books do you recommend for market research?,33.38939013653635,0,2025-04-08 16:13:59.129463,user_2776,11,general
What books do you recommend for etf investing?,21.360334052185365,0,2025-08-13 16:13:59.129475,user_7180,4,general
What are the risks involved in market research?,18.418587428145983,0,2025-03-14 16:13:59.129485,user_8810,3,general
What books do you recommend for asset allocation?,15.748299578307579,0,2024-09-24 16:13:59.129497,user_2080,20,general
Can someone explain market research in simple terms?,34.80051410534598,0,2025-03-19 16:13:59.129509,user_3964,20,stocks
What are the risks involved in mutual funds?,21.47439149970496,0,2024-11-20 16:13:59.129524,user_7171,10,etfs
What books do you recommend for dividend investing?,4.462113179201349,0,2025-06-18 16:13:59.129536,user_9820,6,etfs
What books do you recommend for etf investing?,0.0,0,2024-09-22 16:13:59.129547,user_1994,15,stocks
What are the best practices for mutual funds?,9.0401070742872,0,2025-01-18 16:13:59.129559,user_3253,17,stocks
Can someone explain dollar cost averaging in simple terms?,25.715491732671374,0,2024-12-09 16:13:59.129570,user_3737,13,bonds
How do I start learning about dollar cost averaging?,25.811544068341455,0,2025-04-12 16:13:59.129584,user_4612,3,bonds
What are the best practices for value investing?,16.866520695067322,0,2025-06-12 16:13:59.129596,user_2108,12,bonds
How do I start learning about etf investing?,4.210969100141487,0,2025-01-20 16:13:59.129607,user_5612,8,bonds
How do I start learning about market research?,17.01498220496355,0,2025-06-03 16:13:59.129619,user_6300,2,bonds
How do I start learning about value investing?,29.781255793123023,0,2025-02-24 16:13:59.129630,user_5236,2,bonds
What are the risks involved in mutual funds?,21.530007571477967,0,2024-11-19 16:13:59.129642,user_1681,3,bonds
What are the risks involved in growth investing?,16.212377008725387,0,2025-06-19 16:13:59.129653,user_4319,8,stocks
Can someone explain fundamental analysis in simple terms?,31.74460015269694,0,2025-03-06 16:13:59.129665,user_7323,4,bonds
What books do you recommend for technical analysis?,9.543238213155803,0,2025-04-14 16:13:59.129676,user_2561,17,etfs
What are the risks involved in value investing?,19.94649587044939,0,2025-02-12 16:13:59.129688,user_8327,16,general
What are the best practices for dividend investing?,15.347119414176367,0,2024-12-22 16:13:59.129700,user_3667,2,etfs
How do I start learning about bonds?,18.31707350587276,0,2025-02-09 16:13:59.129710,user_1972,0,bonds
How do I start learning about technical analysis?,23.636184732658307,0,2025-05-25 16:13:59.129721,user_5311,7,bonds
Can someone explain retirement planning in simple terms?,18.743296466978485,0,2025-04-08 16:13:59.129734,user_5217,19,general
Can someone explain market research in simple terms?,26.205505508705794,0,2025-03-29 16:13:59.129746,user_5923,1,etfs
What are the risks involved in technical analysis?,7.719195624930732,0,2024-12-01 16:13:59.129762,user_4086,12,stocks
Can someone explain fundamental analysis in simple terms?,7.637273542807936,0,2025-07-06 16:13:59.129773,user_3601,3,bonds
What are the best practices for mutual funds?,35.7751773410954,0,2025-07-05 16:13:59.129785,user_8331,13,bonds
How do I start learning about retirement planning?,20.277404187466942,0,2025-02-12 16:13:59.129796,user_7402,14,bonds
Can someone explain etf investing in simple terms?,4.711904733641314,0,2025-02-14 16:13:59.129808,user_8230,0,stocks
What books do you recommend for risk management?,8.691748281888868,0,2024-11-08 16:13:59.129819,user_3606,6,stocks
What are the risks involved in dollar cost averaging?,25.02473052647212,0,2025-08-30 16:13:59.129830,user_3389,16,general
What are the best practices for dollar cost averaging?,11.06680754546719,0,2024-12-25 16:13:59.129841,user_6153,14,etfs
Can someone explain financial planning in simple terms?,24.24858084271773,0,2025-02-08 16:13:59.129853,user_4505,19,bonds
Can someone explain financial planning in simple terms?,26.42344966748294,0,2025-07-29 16:13:59.129863,user_3091,11,stocks
How do I start learning about etf investing?,17.46204874530447,0,2025-02-17 16:13:59.129875,user_3825,16,stocks
What books do you recommend for dividend investing?,17.63154835265304,0,2025-04-01 16:13:59.129886,user_7069,18,general
What are the best practices for market research?,10.14154382295473,0,2024-09-29 16:13:59.129898,user_4037,19,general
Can someone explain market research in simple terms?,20.389503082523667,0,2024-11-30 16:13:59.129910,user_7703,1,etfs
What are the best practices for asset allocation?,7.048438287428868,0,2025-05-27 16:13:59.129921,user_2861,19,general
What are the risks involved in market research?,6.005874973140772,0,2025-05-31 16:13:59.129933,user_2958,7,bonds
Can someone explain dollar cost averaging in simple terms?,19.323841739028097,0,2024-11-09 16:13:59.129944,user_1753,20,general
What are the risks involved in etf investing?,4.062121961615988,0,2024-11-12 16:13:59.129956,user_8161,10,general
Can someone explain mutual funds in simple terms?,10.141648055160253,0,2025-07-12 16:13:59.129968,user_3454,16,bonds
Can someone explain value investing in simple terms?,25.03854987309532,0,2025-06-29 16:13:59.129982,user_5856,18,bonds
Can someone explain dividend investing in simple terms?,28.245751210592626,0,2025-06-30 16:13:59.129994,user_3156,16,stocks
Can someone explain fundamental analysis in simple terms?,13.43996081073135,0,2025-08-16 16:13:59.130004,user_9757,19,stocks
How do I start learning about value investing?,11.36531806313514,0,2025-06-16 16:13:59.130016,user_3688,9,etfs
How do I start learning about dividend investing?,13.776856140730743,0,2025-08-02 16:13:59.130028,user_2040,7,bonds
What books do you recommend for retirement planning?,21.860821234266602,0,2024-09-25 16:13:59.130039,user_8114,19,bonds
How do I start learning about dividend investing?,1.3569566503569916,0,2024-12-21 16:13:59.130051,user_5384,10,stocks
What are the risks involved in value investing?,16.132491417040242,0,2025-07-29 16:13:59.130062,user_1321,20,etfs
What are the best practices for portfolio diversification?,8.891156039837751,0,2025-05-01 16:13:59.130073,user_8822,9,general
What are the best practices for risk management?,23.28303669747038,0,2025-01-25 16:13:59.130085,user_4828,18,general
How do I start learning about mutual funds?,24.215808642165182,0,2024-12-27 16:13:59.130096,user_8490,12,general
How do I start learning about technical analysis?,19.333821738194352,0,2024-11-29 16:13:59.130108,user_6482,15,stocks
Can someone explain tax strategies in simple terms?,14.710252403219767,0,2025-04-08 16:13:59.130119,user_3103,7,bonds
How do I start learning about financial planning?,17.635983706898102,0,2025-01-09 16:13:59.130132,user_9175,20,bonds
How do I start learning about asset allocation?,20.829639863313453,0,2025-08-19 16:13:59.130144,user_2386,6,stocks
Can someone explain technical analysis in simple terms?,5.816887166022854,0,2024-11-22 16:13:59.130157,user_4561,4,stocks
What are the risks involved in growth investing?,19.86101011356955,0,2025-01-28 16:13:59.130169,user_3500,18,etfs
What are the best practices for growth investing?,13.067177041644962,0,2025-05-20 16:13:59.130180,user_1301,9,general
How do I start learning about dollar cost averaging?,14.051846250987827,0,2025-05-15 16:13:59.130191,user_8631,6,general
How do I start learning about asset allocation?,20.517915527283613,0,2024-11-03 16:13:59.130202,user_7182,14,general
What are the best practices for fundamental analysis?,11.300302461360381,0,2024-11-12 16:13:59.130215,user_2857,17,stocks
Can someone explain technical analysis in simple terms?,13.167705482680903,0,2024-12-15 16:13:59.130226,user_4798,10,bonds
Can someone explain growth investing in simple terms?,9.104088024999875,0,2025-06-14 16:13:59.130237,user_6273,13,bonds
How do I start learning about retirement planning?,13.803066143531819,0,2024-11-14 16:13:59.130249,user_7053,11,general
Can someone explain tax strategies in simple terms?,19.89282495021996,0,2025-03-11 16:13:59.130260,user_8548,19,stocks
Can someone explain tax strategies in simple terms?,4.2997818702700545,0,2024-10-09 16:13:59.130272,user_9862,6,stocks
What are the risks involved in dividend investing?,17.084683236593293,0,2024-12-07 16:13:59.130283,user_4773,10,etfs
What are the risks involved in mutual funds?,8.014628163883684,0,2024-12-16 16:13:59.130295,user_7759,13,general
Can someone explain dividend investing in simple terms?,28.708091160702516,0,2025-04-04 16:13:59.130307,user_7544,2,bonds
